FAO_code,Latin species name,English,Spanish,French
ATO,Catostomus commersoni,White sucker,,
ATP,Atherina presbyter,Sand smelt,,
ATQ,Atherina breviceps,Cape silverside,,
ATR,Acheilognathus rhombeus,,,
ATS,Catostomus latipinnis,Flannelmouth sucker,,
ATT,Acheilognathus tabira,,,
ATU,Catostomus macrocheilus,Largescale sucker,,
ATV,Arctogadus borisovi,East Siberian cod,,
ATW,Atopocottus tribranchius,,,
ATX,Actiniaria,Sea anemones,Anémonas de mar,Actinies
ATY,Atelomycterus marmoratus,Coral catshark,Pintarroja coralera,Chien corail
ATZ,Allodontichthys tamazulae,Tuxpan splitfin,,
AUA,Arius leptaspis,Salmon catfish,,
AUB,Auchenoglanis biscutatus,,,
AUC,Arius caelatus,Engraved catfish,,
AUD,Arius dussumieri,Blacktip sea catfish,,
AUE,Aspiolucius esocinus,Pike asp,,
AUF,Arius felis,Hardhead sea catfish,,
AUG,Arius gigas,Giant sea catfish,Bagre gigante,Mâchoiron géant
AUH,Aulopyge huegelii,Dalmatian barbelgudgeon,,
AUI,Arius arius,Threadfin sea catfish,,
AUJ,Arius jella,Blackfin sea catfish,,
AUK,Aulohalaelurus kanakorum,Kanakorum catshark,,
AUL,Aulohalaelurus labiosus,Australian Blackspot catshark,Pejegato estrellado,Chien à taches noires
AUM,Aphyocharacidium melandetum,,,
AUN,Arius nasutus,Giant seacatfish,,
AUO,Auchenoglanis occidentalis,Bubu,,
AUP,Austropotamobius pallipes,White-clawed crayfish,Cangrejo a pinzas blancas,Écrevisse à pattes blanches
AUQ,Arius manillensis,,,
AUR,Arius latiscutatus,Rough-head sea catfish,,
AUS,Austroglanis sclateri,,,
AUT,Arius bilineatus,Bronze catfish,,
AUU,Abudefduf luridus,Canary damsel,,
AUV,Arius venosus,Veined catfish,,
AUW,Arius sona,Sona sea catfish,,
AUX,Arius thalassinus,Giant catfish,Bagre titán,Mâchoiron titan
AUY,Arius platystomus,Flatmouth sea catfish,,
AUZ,Agmus scabriceps,Bark catfish,,
AVA,Cetengraulis edentulus,Atlantic anchoveta,Anchoveta rabo amarillo,Anchois queue jaune
AVB,Archosargus rhomboidalis,Western Atlantic seabream,Sargo amarillo,Rondeau brème
AVC,Astropecten irregularis,,,
AVD,Aristeus virilis,Stout red shrimp,Gambon colorado,Gambon gaillard
AVE,Adventor elongatus,,,
AVF,Afromastacembelus flavidus,,,
AVG,Anseropoda placenta,,,
AVH,Aluterus heudelotii,Dotterel filefish,Lija jaspeada,
AVI,Acesta maui,Giant file shell,,
AVJ,Arachnopusia inchoata,,,
AVK,Austrodecus simulans,,,
AVL,Algansea lacustris,Pátzcuaro chub,Acúmara,
AVM,Ammodytes americanus,American sand lance,,Lançon d'Amérique
AVN,Aptocyclus ventricosus,Smooth lumpsucker,,
AVO,Anoplagonus inermis,Smooth alligatorfish,,
AVP,Andriashevia aptera,,,
AVQ,Acanthurus sohal,Sohal surgeonfish,,
AVR,Aprion virescens,Green jobfish,Pargo verde,Vivaneau job
AVS,Alepocephalus australis,Small scaled brown slickhead,,
AVT,Anotopterus vorax,Southern ocean daggertooth,,
AVU,Agonopsis vulsa,Northern spearnose poacher,,
AVV,Astrotoma agassizii,,,
AVX,Atherina spp,Sand smelts nei,Pejerreyes mediterráneos nep,
AVY,Aprion spp,,,
AVZ,Asteronyx loveni,,,
AWA,Awaous aeneofuscus,,,
AWB,Gymnothorax bacalladoi,Canary moray,Murión,Murène canarienne
AWC,Astrothorax waitei,Waite’s snake-star,,
AWD,Andrias davidianus,Chinese giant salamander,,
AWE,Atractoscion aequidens,Geelbek croaker,Corvinata prieta,Téraglin
AWF,Acestrorhynchus microlepis,Pike characin,,
AWG,Gymnothorax afer,Dark moray,Morena oscura,Murène obscure
AWH,Acanthoplesiops hiatti,,,
AWI,Aluterus schoepfii,Orange filefish,Lija naranja,Bourse orange
AWK,Serrivomer spp,Sawtooth eels nei,,
AWM,Enchelycore anatina,Fangtooth moray,Morena isleña,Murène des îles
AWN,Artedidraco loennbergi,,,
AWO,Artedidraco orianae,,,
AWP,Aspistor parkeri,Gillbacker sea catfish,Bagre amarillo,Mâchoiron jaune
AWR,Amphiarius rugispinis,Softhead sea catfish,Bagre tumbeló,Mâchoiron petite-gueule
AWS,Artedidraco shackletoni,,,
AWT,Chalcalburnus tarichi,Tarek,,
AWX,Arius spp,,,
AWY,Arius phrygiatus,Kukwari sea catfish,Bagre mucuro,Mâchoiron kukwari
AWZ,Anodus elongatus,,,
AXA,Axoclinus carminalis,Carmine triplefin,,
AXB,Cancelloxus burrelli,Slender platanna-klipfish,,
AXC,Xenodermichthys copei,Bluntsnout smooth-head,,
AXD,Aplocheilus panchax,Blue panchax,,
AXE,Ammocryptocharax elegans,,,
AXF,Astyanax fasciatus,Banded astyanax,Colirroja,
AXG,Carcinoplax longimanus,Long-armed crab,,
AXH,Adioryx hastatus,Red squirrelfish,,
AXI,Axelrodia riesei,,,
AXJ,Ascidia challengeri,,,
AXK,Austropallene brachyura,,,
AXL,Acanthosphex leurynnis,,,
AXM,Asymbolus spp,,,
AXN,Paralabrax nebulifer,Barred sand bass,,
AXO,Axiopsis baronai,Baron mud lobster,Langosta peluda del baron,Langouste poilue du baron
AXP,Arius proops,Crucifix sea catfish,Bagre piedrero,Mâchoiron crucifix
AXQ,Acanthurus spp,,,
AXR,Aristeus spp,Aristeus shrimps nei,Camarones Aristeus nep,Crevettes Aristeus nca
AXS,Asterropteryx ensiferus,Miller's damsel,,
AXT,Stylasteridae,Hydrocorals,Corales de encaje,Hydrocoralliaires
AXU,Aplidiopsis discoveryi,,,
AXY,Aphyocharax erythrurus,Flametail tetra,,
AXZ,Gymnothorax spp,,,
AYA,Euastacus armatus,Australian crayfish,Cangrejo de río de Australia,Écrevisse d'Australie
AYB,Asterophysus batrachus,,,
AYC,Chologaster cornuta,Swampfish,,
AYD,Bathyprion danae,Fangtooth smooth-head,,
AYE,Apterygocampus epinnulatus,,,
AYF,Aphareus furca,Small toothed jobfish,Pargo boquidulce,Vivaneau tidents
AYG,Anyperodon leucogrammicus,Slender grouper,Mero elegante,Mérou élégant
AYH,Aphyocypris chinensis,Chinese bleak,,
AYI,Daysciaena albida,Bengal corvina,,
AYJ,Amblypomacentrus breviceps,Black-banded demoiselle,,
AYK,Trachemys scripta,Common slider,,
AYL,Auchenipterichthys longimanus,,,
AYM,Bathytroctes microlepis,Smallscale smooth-head,,
AYN,Bathylaco nielseni,,,
AYP,Ammocrypta clara,Western sand darter,,
AYQ,Ameghinomya antiqua,King's littleneck,,
AYR,Acyrtus artius,Papillate clingfish,,
AYS,"Astacidae, Cambaridae",Euro-American crayfishes nei,Cangrejos de río nep,Écrevisses euro-américain. nca
AYT,Allomycterus pilatus,Deep-water burrfish,,
AYU,Ammocrypta pellucida,Eastern sand darter,,
AYV,Aphyonus brevidorsalis,,,
AYW,Malaclemys terrapin,Diamondback terrapins,,
AYX,Acanthicus hystrix,,,
AYY,Acyrtops beryllinus,Emerald clingfish,,
AYZ,Austrolycus depressiceps,,,
AZA,Anduzedoras arleoi,,,
AZC,Acanthogorgia armata,,,
AZD,Antarcturus oryx,,,
AZE,Azurina eupalama,Galapagos damsel,,
AZG,Argobuccinum argus,,Caracol palo palo,
AZH,Anaecypris hispanica,,Jarabugo,
AZJ,Arcturides cornutus,,,
AZL,Acodontaster elongatus,,,
AZN,Anthoathecatae,"Hydroids, hydromedusae",,
AZO,Aciculites pulchra,Maroon pimpled ear sponge,,
AZP,Azygopus pinnifasciatus,Banded-fin flounder,,
AZQ,Callyspongia ramosa,Airy finger sponge,,
AZR,Acestrorhynchidae,,,
AZS,Aspistor quadriscutis,Bressou sea catfish,Bagre bresú,Mâchoiron bressou
AZT,Artedidraco mirus,,,
AZX,Aphareus spp,,,
BAA,Bathylagus antarcticus,,,
BAB,Sphyraena genie,Blackfin barracuda,,
BAC,Sphyraena jello,Pickhandle barracuda,Picuda serpentina,Bécune jello
BAD,Austrobatrachus dussumieri,Flat toadfish,,
BAE,Balaenopteridae,Balaenoptid whales nei,Rorcuales nep,
BAF,Ablennes hians,Flat needlefish,Agujón sable,Orphie plate
BAG,Sphyraena afra,Guinean barracuda,Espetón de Guinea,Bécune guinéenne
BAH,Paralichthys olivaceus,Bastard halibut,Falso halibut del Japón,Cardeau hirame
BAI,Batoidimorpha(Hypotremata),Batoid fishes nei,Peces batoideos nep,Batoïdes nca
BAJ,Lateolabrax japonicus,Japanese seabass,Serránido japonés,Bar du Japon
BAK,Barbuligobius boehlkei,,,
BAL,Hemiramphus brasiliensis,Ballyhoo halfbeak,Agujeta brasileña,Demi-bec brésilien
BAM,Bathyraja maccaini,McCain's skate,Raya de McCain,Raie de McCain
BAN,Sphyraena putnamae,,,
BAO,Platax teira,Longfin batfish,,
BAP,Paralabrax humeralis,Peruvian rock seabass,Cabrilla loca,Serran cabrilla
BAQ,Sphyraena flavicauda,Yellowtail barracuda,,
BAR,Sphyraena spp,Barracudas nei,Picudas nep,Bécunes nca
BAS,Serranus spp,Combers nei,Serranos nep,Serrans nca
BAT,Platax spp,Batfishes,Dalapuganos,Poules d'eau
BAU,Sarda australis,Australian bonito,Bonito austral,Bonite bagnard
BAV,Bractechlamys vexillum,Distant scallop,,Pétoncle étendard
BAW,Berardius arnuxii,Arnoux's beaked whale,Ballenato de Arnoux,Béradien d'Arnoux
BAX,Paralichthys spp,Bastard halibuts nei,Falsos halibuts nep,Cardeaux nca
BAY,Amphichthys cryptocentrus,Bocon toadfish,Sapo bocón,Crapaud goulu
BAZ,Sphyraenidae,"Barracudas, etc. nei","Barracudas, picudas, nep","Bécunes, barracudas, nca"
BBA,Barbonymus altus,Red tailed tinfoil,,
BBB,Barbus bynni,,,
BBC,Barboides gracilis,,,
BBD,Batrachomoeus occidentalis,Western frogfish,,
BBE,Bathylagus euryops,Goiter blacksmelt,,
BBF,Barbourisia rufa,Velvet whalefish,,
BBG,Bathylagus gracilis,,,
BBH,Alosa aestivalis,Blueback shad,Sábalo del Canadá,Alose d'été du Canada
BBI,Barbus altidorsalis,,,
BBJ,Barbus capensis,Clanwilliam yellowfish,,
BBK,Barbus callensis,Algerian barb,,
BBL,Batrachoides liberiensis,Hairy toadfish,,
BBM,Scomberomorus semifasciatus,Broad-barred king mackerel,Carite tigre,Thazard tigré
BBN,Barbus aeneus,Smallmouth yellowfish,,
BBO,Bathylagus ochotensis,Eared blacksmelt,,
BBP,Bathylagus pacificus,Slender blacksmelt,,
BBQ,Barbus canis,,,
BBR,Barbodes balleroides,,,
BBS,Scorpaena porcus,Black scorpionfish,Rascacio,Rascasse brune
BBT,Barbodes platysoma,,,
BBU,Barbus altianalis,Ripon barbel,,
BBV,Barbopsis devecchii,Somalian blind barb,,
BBW,Mesoplodon densirostris,Blainville's beaked whale,Zifio de Blainville,Baleine à bec de Blainville
BBX,Bifax lacinia,Two-faced toadfish,,
BBY,Batrichthys albofasciatus,White-ribbed toadfish,,
BBZ,Barbus cyclolepis,,,
BCA,Chandramara chandramara,,,
BCB,Odontesthes bonariensis,Argentinian silverside,Pejerrey de Argentina,Athérine d'Argentine
BCC,Bryconaethiops boulengeri,,,
BCE,Brycinus leuciscus,,,
BCF,Bothrocarina microcephala,,,
BCG,Chrysichthys grandis,Kukumai,,
BCH,Chatrabus damaranus,Pony toadfish,,
BCI,Chrysichthys cranchii,Kokuni,,
BCJ,Chrysichthys ornatus,Ornate bagrid,,
BCK,Baileychromis centropomoides,,,
BCL,Saxidomus giganteus,Butter clam,Almeja amarilla,Coque jaune
BCM,Brycon moorei,Dorada,,
BCN,Chrysichthys longipinnis,Aluminum catfish,,
BCO,Brycinus longipinnis,Longfin tetra,,
BCP,Buccinum humphreysianum,Humphrey's buccinum,Caracolillo de Humphrey,Buccin d'Humphrey
BCQ,Bactronophorus thoracites,Edible shipworm,,Taret comestible
BCR,Chrysichthys brachynema,Kibonde,,
BCS,Chrysichthys mabusi,,,
BCT,Chrysichthys maurus,,,
BCU,Brycinus luteus,,,
BCV,Bathymicrops brevianalis,,,
BCW,Ziphius cavirostris,Cuvier's beaked whale,Zifio de Cuvier,Ziphius
BCX,Clypeaster rotundus,Circular sea bisquit,Galleta de mar redonda,Galette de mer circulaire
BCY,Chrysichthys auratus,,,
BCZ,Bostrichthys zonatus,Barred gudgeon,,
BDA,Brachydanio acuticephala,,,
BDB,Badis badis,Badis,,
BDC,Bidenichthys capensis,Freetail brotula,,
BDD,Daector dowi,Dow's toadfish,,
BDE,Bodianus eclancheri,Harlequin wrasse,,
BDF,Benthodesmus macrophthalmus,Bigeye frostfish,Cintilla ojigrande,Poisson-sabre gros yeux
BDG,Boridia grossidens,Borriqueta porgy,,
BDH,Bathydraco macrolepis,,,
BDI,Bodianus diplotaenia,Mexican hogfish,,
BDJ,Bathydraco marri,Deep-water dragon,,
BDK,Balistoides conspicillum,Clown triggerfish,,
BDL,Benthodesmus elongatus,Elongate frostfish,Cintilla elongada,Poisson-sabre long
BDM,Pogonias cromis,Black drum,Corvinón negro,Grand tambour
BDN,Bathydraco antarcticus,,,
BDO,Blennodon dorsale,Giant triplefin,,
BDP,Brosmodorsalis persicinus,Pink brotula,,
BDQ,Bodianus axillaris,Axilspot hogfish,,Labre à tache pectorale
BDR,Bodianus rufus,Spanish hogfish,,
BDS,Betta splendens,Siamese fighting fish,,
BDT,Bodianus perditio,Golden-spot hogfish,,Labre de la perdition
BDU,Bathypterois dubius,Spiderfish,,
BDV,Bohadschia vitiensis,Brown sandfish,,Holothurie brune
BDW,Mesoplodon bowdoini,Andrews' beaked whale,Zifio de Andrews,Baleine à bec de Bowdoin
BDX,Bohadschia similis,Brownspotted sandfish,,
BDY,Bodianus spp,,,
BDZ,Balistoides viridescens,Titan triggerfish,,Baliste olivâtre
BEA,Bathyraja eatonii,Eaton's skate,Raya de Eaton,Raie d'Eaton
BEB,Bagre bagre,Coco sea catfish,,
BEC,Bagre pinnimaculatus,Red sea catfish,,
BED,Bertella idiomorpha,,,
BEE,Benthalbella elongata,,,
BEF,Belonepterygion fasciolatum,,,
BEG,Pterygotrigla polyommata,Latchet(=Sharpbeak gurnard),Cabete picudo,Grondin pointu
BEH,Benthodesmus spp,Frostfishes,,
BEI,Bagre panamensis,Chilhuil sea catfish,,
BEJ,Boulengerochromis microlepis,Giant cichlid,,
BEK,Blennioclinus brachycephalus,Lace klipfish,,
BEL,Delphinapterus leucas,White whale,Beluga,Bélouga
BEM,Bagre marinus,Gafftopsail sea catfish,,
BEN,Belonidae,"Needlefishes, etc. nei","Agujones, maraos nep","Aiguilles, orphies nca"
BEO,Blepsias bilobus,Crested sculpin,,
BEP,Sarda chiliensis,Eastern Pacific bonito,Bonito del Pacífico oriental,Bonite du Pacifique oriental
BEQ,Barnea candida,White piddock,Barnea blanca,Pholade blanche
BER,Brachypterois serrulata,,,
BES,Belone spp,,,
BET,Thunnus obesus,Bigeye tuna,Patudo,Thon obèse(=Patudo)
BEU,Belonophago hutsebouti,,,
BEV,Bathypectinura heros,Deepsea brittle star,,
BEW,Berardius bairdii,Baird's beaked whale,Zifio de Baird,Baleine à bec de Baird
BEX,Buccinum spp,,,
BEY,Bellapiscis lesleyae,Mottled twister,,
BEZ,Bero zanclus,,,
BFA,Brachynectes fasciatus,Southern barred triplefin,,
BFB,Benthophiloides brauneri,,,
BFC,Brephostoma carpenteri,,,
BFD,Bathydraco scotiae,,,
BFE,Brachyistius frenatus,Kelp perch,,
BFF,Brachidontes purpuratus,,,
BFG,Blennophis anguillaris,Snaky klipfish,,
BFH,Brachidontes rodriguezii,,,
BFI,Boleophthalmus birdsongi,,,
BFJ,Brachyrhaphis cascajalensis,,,
BFM,Bathycallionymus formosanus,,,
BFN,Barbulifer antennatus,Barbulifer,,
BFR,Benthophilus baeri,,,
BFS,Barbonymus schwanenfeldii,Tinfoil barb,,
BFT,Thunnus thynnus,Atlantic bluefin tuna,Atún rojo del Atlántico,Thon rouge de l'Atlantique
BFU,Paragorgia arborea,Bubble gum coral,,
BFV,Paragorgia johnsoni,,,
BFW,Balaenoptera bonaerensis,Antarctic minke whale,Rorcual antártico,Petit rorqual antarctique
BFX,Bathysphyraenops simplex,,,
BFY,Bacillariophyceae,,,
BGA,Aorichthys aor,,,
BGB,Belonoglanis brieni,,,
BGC,Gephyroglanis congicus,,,
BGD,Gnathobagrus depressus,,,
BGE,Bagrus meridionalis,,,
BGF,Brachyglanis frenata,,,
BGG,Bagarius bagarius,Goonch,,
BGH,Bagrichthys hypselopterus,Blacklancer catfish,,
BGI,Bothragonus swanii,Rockhead,,
BGJ,Bagrus bajad,Bayad,,
BGK,Bagrus docmak,Semutundu,,
BGL,Bagroides melapterus,,,
BGM,Bagrichthys macropterus,False black lancer,,
BGN,Bathygadus melanobranchus,Vaillant's grenadier,,
BGO,Bathygadus macrops,Bullseye grenadier,,
BGP,Bergiaria platana,,,
BGQ,Bentheogennema borealis,Northern blunt-tail shrimp,,
BGR,Pomadasys incisus,Bastard grunt,Ronco mestizo,Grondeur métis
BGS,Bathyagonus alascanus,Gray starsnout,,
BGU,Bathygobius fuscus,Dusky frillgoby,,
BGV,Albula glossodonta,Roundjaw bonefish,Macabí boca redonda,Banane lèvre ronde
BGW,Mesoplodon europaeus,Gervais' beaked whale,Zifio de Gervais,Baleine à bec de Gervais
BGX,Pomadasys spp,,,
BGY,Bedotia geayi,,,
BGZ,Pomadasys rogerii,Pigsnout grunt,Ronco trompudo,Grondeur nez de cochon
BHA,Hemiramphus balao,Balao halfbeak,Agujeta balaju,Demi-bec balaou
BHB,Hemibagrus baramensis,,,
BHC,Bahaba chaptis,Chaptis bahaba,,
BHD,Halobatrachus didactylus,Lusitanian toadfish,Sapo lusitánico,Crapaud-lusitanien
BHE,Rheoglanis dendrophorus,,,
BHF,Bathysaurus ferox,Deep-sea lizardfish,,
BHG,Benthosema glaciale,Glacier lantern fish,Linterna oscura,Lanterne glaciaire
BHH,Brachionichthys hirsutus,,,
BHI,Brachyhypopomus beebei,,,
BHJ,Bahaba taipingensis,Chinese bahaba,,
BHK,Brochis britskii,,,
BHL,Basilichthys australis,,,
BHM,Halophryne diemensis,Banded frogfish,,
BHN,Batrachocephalus mino,Beardless sea catfish,,
BHO,Horabagrus brachysoma,,,
BHP,Basilichthys microlepidotus,,,
BHQ,Benthosema pterotum,Skinnycheek lanternfish,,
BHS,Bhavania australis,,,
BHT,Bhanotia fasciolata,,,
BHU,Platanista minor,Indus River dolphin,Platanista del Indus,Plataniste de l'Indus
BHV,Benthopecten pikei,Five-spined star,,
BHW,Mesoplodon hectori,Hector's beaked whale,Zifio de Hector,Baleine à bec d'Hector
BHX,Bathybates ferox,,,
BHY,Bathyraja spp,Bathyraja rays nei,Rayas Bathyraja nep,Raies Bathyraja nca
BHZ,Brisingidae,Armless stars,,
BIA,Cobitis aurata,Golden spined loach,,
BIB,Trisopterus luscus,Pouting(=Bib),Faneca,Tacaud commun
BIC,Hypophthalmichthys nobilis,Bighead carp,Carpa cabezona,Carpe à grosse tête
BID,Balistapus undulatus,Orange-lined triggerfish,,
BIE,Biotoecus opercularis,,,
BIF,Buenia affinis,De Buen's goby,,
BIG,Priacanthus spp,Bigeyes nei,Catalufas nep,Beauclaires nca
BIH,Bairdiella ronchus,Ground croaker,,
BII,Bythites islandicus,,,
BIJ,Barbatia lurida,Lurid ark,Arca lurida,Arche luride
BIK,Macrobrachium occidentale,Western river prawn,Cauque occidental,Bouquet occidental
BIL,Istiophoridae,"Marlins,sailfishes,etc. nei","Agujas,marlines,peces vela nep","Makaires,marlins,voiliers nca"
BIM,Cobitis maroccana,,,
BIN,Bilabria ornata,,,
BIO,Cobitis granoei,,,
BIP,Sarda orientalis,Striped bonito,Bonito mono,Bonite oriental
BIQ,Benthesicymus tanneri,Tanner's deep-water shrimp,Camarón profundo de Tanner,Crevette profonde de Tanner
BIR,Priacanthus macracanthus,Red bigeye,Catalufa del Pacífico,Beauclaire du Pacifique
BIS,Selar crumenophthalmus,Bigeye scad,Chicharro ojón,Sélar coulisou
BIT,Cobitis taenia,,,
BIU,Bihunichthys monopteroides,,,
BIV,Smilium zancleanum,Acorn barnacle,,
BIW,Cobitis biwae,,,
BIX,Balistes spp,,,
BIY,Balistes polylepis,Finescale triggerfish,,
BJA,Chaetobranchopsis australis,,,
BJB,Banjos banjos,,,
BJC,Bujurquina cordemadi,,,
BJD,Macrobrachium raridens,Volta river prawn,Camarón del Volta,Bouquet volta
BJE,Macrobrachium rude,Hairy river prawn,Camarón de cerda,Bouquet velu
BJF,Abraliopsis pfefferi,Pfeffer's enope squid,Enoploluria de Pfeffer,Encornet de Pfeffer
BJG,Macrobrachium sintangense,Sunda river prawn,Camarón krakatoa,Bouquet krakatoa
BJH,Macrobrachium vollenhovenii,African river prawn,Camarón africano,Bouquet africain
BJI,Lipotes vexillifer,Baiji,Platanista del Yangtze,Dauphin fluviatil de Chine
BJJ,Macrobrachium trompii,Forest river prawn,Camarón guardabosque,Bouquet forestier
BJK,Brachaluteres jacksonianus,Pigmy leatherjacket,,
BJL,Macrobrachium tenellum,Longarm river prawn,Camarón brazolargo,Bouquet brasolarge
BJM,Macrobrachium scabriculum,Goda river prawn,Camarón goda,Bouquet goda
BJN,Brachyamblyopus anotus,,,
BJO,Bathygobius soporator,Frillfin goby,,
BJP,Macrobrachium pilimanus,Muff prawn,Camarón manguito,Bouquet manchon
BJQ,Macrobrachium surinamicum,Suriname river prawn,Camarón del Suriname,Bouquet du Surinam
BJR,Bathyraja trachura,Roughtail skate,,
BJS,Bathyraja spinosissima,Spiny skate,,
BJT,Bathyraja trachouros,,,
BJU,Labrichthys unilineatus,Tubelip wrasse,,
BJV,Bathyraja violacea,Okhotsk skate,,
BJW,Mesoplodon stejnegeri,Stejneger's beaked whale,Zifio de Stejneger,Baleine à bec de Stejneger
BJX,Barbatia spp,,,
BJY,Macrobrachium villosimanus,Dimua river prawn,Camarón dimúa,Bouquet dimua
BJZ,Bathyraja tzinovskii,,,
BKA,Macrobrachium jaroense,Jaro river prawn,Camarón jaro,Bouquet jaro
BKB,Macrobrachium macrobrachion,Brackish river prawn,Camarón salobreño,Bouquet saumâtre
BKC,Mylopharyngodon piceus,Black carp,Carpa negra,Carpe noire
BKD,Macrobrachium mammilodactylus,Knobtooth prawn,Camarón granuloso,Bouquet meule
BKE,Macrobrachium lepidactyloides,Malayam scale prawn,Camarón escamoso malayo,Bouquet malais
BKF,Macrobrachium olfersii,Buchura river prawn,Camarón buchura,Bouquet buchura
BKG,Bleekeria gilli,Gill's sand lance,,
BKH,Macrobrachium ohione,Ohio river prawn,Camarón de Ohio,Bouquet ohio
BKI,Macrobrachium intermedium,Striped river prawn,Camarón rayado,Bouquet rayé
BKJ,Euthynnus lineatus,Black skipjack,Barrilete negro,Thonine noire
BKK,Macrobrachium jelskii,Agar river prawn,Camarón agareño,Bouquet agar
BKL,Macrobrachium lamarrei,Kuncho river prawn,Camarón kuncho,Bouquet kuncho
BKM,Bullockia maldonadoi,,,
BKN,Macrobrachium lanceifrons,Philippine river prawn,Camarón filipino,Bouquet philippin
BKO,Macrobrachium hancocki,Hancock's river prawn,Cauque del Hancock,Bouquet de Hancock
BKP,Bostockia porosa,Nightfish,,
BKQ,Macrobrachium patsa,Patsa river prawn,Camarón patsa,Bouquet patsa
BKR,Macrobrachium lar,Monkey river prawn,Camarón mono,Bouquet singe
BKS,Macrobrachium latimanus,Mountain river prawn,Camarón montés,Bouquet montagne
BKT,Macrobrachium latidactylus,Scissor river prawn,Camarón tijera,Bouquet ciseaux
BKU,Chascanopsetta crumenalis,,,
BKV,Macrobrachium javanicum,Java river prawn,Camarón javanés,Bouquet javanais
BKW,Brachionus plicatilis,,,
BKX,Brachionus rotundiformis,,,
BKY,Macrobrachium lepidactylus,Madagascar scale prawn,Camarón escamoso malgache,Bouquet malgache
BKZ,Brachionus calyciflorus,,,
BLA,Barilius barna,,,
BLB,Stromateus fiatola,Blue butterfish,Palometa fiatola,Fiatole
BLC,Anadara granosa,Blood cockle,Arca del Pacífico occidental,Arche granuleuse
BLD,Barilius bendelisis,,,
BLE,Blenniidae,Combtooth blennies,Babosas,Blennies(=Baveuses)
BLF,Thunnus atlanticus,Blackfin tuna,Atún aleta negra,Thon à nageoires noires
BLG,Bathyclupea argentea,,,
BLH,Leuroglossus schmidti,Northern smoothtounge,,
BLI,Molva dypterygia,Blue ling,Maruca azul,Lingue bleue
BLJ,Abralia veranyi,Verany's enope squid,Enoploluria de Verany,Encornet de Verany
BLK,Abralia andamanika,,,
BLL,Scophthalmus rhombus,Brill,Rémol,Barbue
