Species,Area,Units,Country,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006
HAD,27.1,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0,3.35,0,0,0,5.8,0.2,0
HAD,27.2,TLW,IE,0 ,0 ,0,0,0,0,0,0,3.45,0,26.05,12.87,0,0,3.6,0,91,64
HAD,27.4,TLW,IE,0 c,0 c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.5,TLW,IE,0 ,0 ,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0
HAD,27.6,TLW,IE,1250.543 ,1304.0147 ,1113.4137,1127.6366,0,0,1140.97,1396.34,958.46,760.54,851.56,876.41,413.87,565.1,648.8,1600,1097.4,566.5
HAD,27.7,TLW,IE,0 c,4186.4934 ,0,0,0,0,2792.14,2375.7,2163.84,2633.72,3191.13,4690.69,3757.34,2942.1,3370.8,2118.5,2407.6,2057.7
HAD,27.8,TLW,IE,0 ,0 ,0,0,3.3053,0,0,0,0.21,0,0,2.04,0.44,0,0,0.1,0,0
HAD,27.1.b,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0,3.35,0,0,0,0,0,0
HAD,27.1_NK,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0.2,0
HAD,27.2.a,TLW,IE,0 ,0 ,0,0,0,0,0,0,0.04,0,0,7.44,0,0,0,0,42.7,57.6
HAD,27.2.a.2,TLW,IE,0 ,0 ,0,0,0,0,0,0,0.04,0,0,7.44,0,0,0,0,0,0
HAD,27.2.a_NK,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7,57.6
HAD,27.2.b,TLW,IE,0 ,0 ,0,0,0,0,0,0,3.42,0,26.05,5.43,0,0,3.6,0,48.3,6.4
HAD,27.2.b.2,TLW,IE,0 ,0 ,0,0,0,0,0,0,3.42,0,26.05,5.43,0,0,0,0,0,0
HAD,27.2.b_NK,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,48.3,6.4
HAD,27.4.a,TLW,IE,0 c,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.4.c,TLW,IE,0 ,0 c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.5.b,TLW,IE,0 ,0 ,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0
HAD,27.5.b.1,TLW,IE,0 ,0 ,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0
HAD,27.5.b.1.b,TLW,IE,0 ,0 ,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0
HAD,27.6.a,TLW,IE,936.6584 ,900.959 ,602.92,448.1567,0,757.922,640.95,1034.28,768.38,666.85,746.2,844.98,290.4,396.1,296.8,878.9,759.4,525.8
HAD,27.6.b,TLW,IE,313.8846 ,403.0557 ,510.4936,679.4799,0,0,500.02,362.06,190.08,93.69,105.36,31.43,123.47,169,352,721.1,338,40.7
HAD,27.6.b.1,TLW,IE,31.7944 ,63.2235 ,140.9074,15.3435,3.83,0,19.89,5.19,6.35,5.75,4.48,2.21,0,0,0,0,0,0
HAD,27.6.b.2,TLW,IE,282.0902 ,339.8323 ,369.5862,664.1364,0,430.823,480.13,356.86,183.73,87.94,99.72,29.23,0,0,0,0,0,0
HAD,27.6.b_NK,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,1.16,0,123.47,169,352,721.1,338,40.7
HAD,27.7.a,TLW,IE,954.8291 ,1054.624 ,1165.0315,759.3101,1346.655,950.659,1115.19,645.56,506.66,541.21,491.9,561.52,434.26,333.4,387.9,318.5,476.8,183.9
HAD,27.7.b,TLW,IE,350.8283 ,202.9143 ,176.9303,173.5433,0,113.392,88.11,117.36,156.51,298.34,276.84,240.68,282.2,245.1,271.3,221.9,202.4,165.3
HAD,27.7.c,TLW,IE,6.0951 ,5.5633 ,13.2537,0,5.3479,8.074,6.2,7.67,5.35,11.89,2.97,4.47,3.97,14.8,11.7,6.3,8.3,12.6
HAD,27.7.c.2,TLW,IE,6.0951 ,5.5633 ,13.2537,0,5.3479,8.074,6.2,7.67,5.35,11.89,2.39,3.88,0,0,0,0,0,0
HAD,27.7.c_NK,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0.58,0.58,3.97,14.8,11.7,6.3,8.3,12.6
HAD,27.7.d,TLW,IE,0 ,0 ,0,0,0,0,0.12,0,0,0.68,0,0,0,0,0,0,0,0
HAD,27.7.e,TLW,IE,0 c,0 ,0,0,0,0,0.14,0.04,0,0.82,0.03,2.51,0,0,0,0,0.1,0
HAD,27.7.f,TLW,IE,0.9385 ,2.6975 ,2.8958,0,4.2987,8.297,8.09,3.26,3.67,0.46,1.15,0.64,22.76,3.2,10.5,6.6,5.7,11.5
HAD,27.7.g,TLW,IE,2014.8041 ,2138.5812 ,2447.436,1930.5748,1098.358,911.418,1097.48,1178.74,1105.42,1255.06,1765.35,2997.46,2286.11,1607.5,1855.5,1060.3,1149.4,1075.1
HAD,27.7.h,TLW,IE,40.3165 ,66.2719 ,155.8612,103.0767,140.3335,90.01,87.07,67.66,49.35,48.74,64.94,51.66,58.3,7.6,4.3,1.8,0.9,2.5
HAD,27.7.j,TLW,IE,576.1029 ,715.5865 ,611.0261,419.2388,310.3254,312.328,386.15,354.3,336.63,474.93,587.54,830.14,668.29,729.2,827.2,497.9,558.2,604.6
HAD,27.7.j.1,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0
HAD,27.7.j.2,TLW,IE,576.1029 ,715.5865 ,611.0261,419.2388,310.3254,312.328,386.15,353.7,336.63,465.8,574.88,820.46,0,0,0,0,0,0
HAD,27.7.j_NK,TLW,IE,0 ,0 ,0,0,0,0,0,0.6,0,9.12,12.67,7.6,668.29,729.2,827.2,497.9,558.2,604.6
HAD,27.7.k,TLW,IE,0.2431 ,0.2548 ,0.5622,1.8558,0,0,3.58,1.12,0.24,1.6,0.36,1.62,1.45,1.3,2.4,5.2,5.8,2.2
HAD,27.7.k.1,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0
HAD,27.7.k.2,TLW,IE,0.2431 ,0.2548 ,0.5622,1.8558,0,0,3.58,1.12,0.24,1.6,0.36,1.22,0,0,0,0,0,0
HAD,27.7.k_NK,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0,0.09,1.45,1.3,2.4,5.2,5.8,2.2
HAD,27.7_NK,TLW,IE,0 ,0 ,0,0,0.0644,16.637,0,0,0,0,0.03,0,0,0,0,0,0,0
HAD,27.8.d,TLW,IE,0 ,0 ,0,0,3.3053,0,0,0,0.21,0,0,2.04,0.44,0,0,0.1,0,0
HAD,27.8.d.1,TLW,IE,0 ,0 ,0,0,2.6091,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.8.d.2,TLW,IE,0 ,0 ,0,0,0.6962,0,0,0,0.21,0,0,2.04,0,0,0,0,0,0
HAD,27.8.d_NK,TLW,IE,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0.1,0,0
HAD,27,TLW,IM,0,0.082,0.2507,0.1,0,2.661,15,0.677,0.047,0,0,0,0,0,1,1,0,0
HAD,27.4,TLW,IM,0,0.082,0.2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.7,TLW,IM,0,0,0.0028,0.1,0,2.661,15,0.677,0.047,0,0,0,0,0,1,1,0,0
HAD,27.4.b,TLW,IM,0,0.082,0.2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.7.a,TLW,IM,0,0,0.0028,0.1,0,2.661,15,0.677,0.047,0,0,0,0,0,1,1,0,0
HAD,27,TLW,IS,69521.554 ,57081.062 ,56399,54090,57881.86,48621,38024,38308,40885,35990,45565,47716,51285,64938.7,81832,102384.9,109313.3,96617.6
HAD,27.1,TLW,IS,0 ,0 ,300,515,420.302,227,245,527,688,762,386,520,269,366.8,145.9,267,798.5,152.1
HAD,27.12,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0
HAD,27.14,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,13,16,15,10,0,0,0,0,0
HAD,27.2,TLW,IS,69521.554 ,336.062 ,218,34,387.013,718,256,1317,1795,2220,1756,958,449,706,309.8,459,315.6,338.2
HAD,27.5,TLW,IS,0 ,56745 ,55881,53541,57074.54,47676,37523,36464,38402,32995,43402,46217,50558,63865.9,81376.3,101658.9,108199.2,96127.3
HAD,27.1.a,TLW,IS,0 ,0 ,0,0,420.302,227,245,527,688,0,0,0,0,0,0,0,0,0
HAD,27.1.b,TLW,IS,0 ,0 ,300,515,0,0,0,0,0,762,386,520,0,0,0,0,0,0
HAD,27.1_NK,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,0,0,0,269,366.8,145.9,267,798.5,152.1
HAD,27.12.a,TLW,IS,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0
HAD,27.12.a.1,TLW,IS,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
HAD,27.12.a.4,TLW,IS,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0
HAD,27.12.b,TLW,IS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HAD,27.14.b,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,13,16,15,10,0,0,0,0,0
HAD,27.14.b.2,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,13,16,15,0,0,0,0,0,0
HAD,27.14.b_NK,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
HAD,27.2.a,TLW,IS,69521.554 ,336.062 ,218,34,387.013,718,256,1317,1795,2220,1755,865,439,706,309.8,459,315.6,338.2
HAD,27.2.a.1,TLW,IS,69232.993 ,0.062 ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HAD,27.2.a.2,TLW,IS,288.561 ,336 ,218,34,387.013,718,256,1317,1795,2220,1754,865,0,0,0,0,0,0
HAD,27.2.a_NK,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,0,0,0,439,706,309.8,459,315.6,338.2
HAD,27.2.b,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,0,1,93,9,0,0,0,0,0
HAD,27.2.b.2,TLW,IS,0,0,0,0,0,0,0,0,0,0,1,93,0,0,0,0,0,0
HAD,27.2.b_NK,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
HAD,27.5.a,TLW,IS,0 ,56745 ,55881,53541,57074.54,47676,37523,36464,38402,32995,43402,46215,50558,63865.9,81376.3,101658.9,108199.2,96127.3
HAD,27.5.a.1,TLW,IS,0 ,0 ,0,53541,0,0,0,0,0,4,2,1,0,0,0,0,0,0
HAD,27.5.a.2,TLW,IS,0 ,56745 ,55881,0,0,47676,37523,36464,38402,32991,43400,46214,0,0,0,0,0,0
HAD,27.5.a_NK,TLW,IS,0 ,0 ,0,0,57074.54,0,0,0,0,0,0,0,50558,63865.9,81376.3,101658.9,108199.2,96127.3
HAD,27.5.b,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HAD,27.5.b.1,TLW,IS,0 ,0 ,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HAD,27.5.b.1.b,TLW,IS,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HAD,27,TLW,JE,0,0,0,0,0,0.932,0,0,0,0,0,0,0,0,0.013,0,0,0.034
HAD,27.7,TLW,JE,0,0,0,0,0,0.932,0,0,0,0,0,0,0,0,0.013,0,0,0.034
HAD,27.7.e,TLW,JE,0,0,0,0,0,0.932,0,0,0,0,0,0,0,0,0.013,0,0,0.034
HAD,27,TLW,LT,1.489 ,0 ,0,136.095,2.293,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.2,TLW,LT,0 ,0 ,0,5.788,2.293,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.3,TLW,LT,0 ,0 ,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.4,TLW,LT,1.489 ,0 ,0,130.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.2.a,TLW,LT,0 ,0 ,0,0,2.293,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.2.a.2,TLW,LT,0 ,0 ,0,0,2.293,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.2.b,TLW,LT,0 ,0 ,0,5.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.2.b.2,TLW,LT,0 ,0 ,0,5.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.3.d,TLW,LT,0 ,0 ,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.3.d.28,TLW,LT,0 ,0 ,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.3.d.28.2,TLW,LT,0 ,0 ,0,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.4.a,TLW,LT,1.489 ,0 ,0,3.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.4.b,TLW,LT,0 ,0 ,0,126.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27,TLW,LV,8.51 ,0 c,0,0,0,0,7.07,0,0,0.3,0,0,0,0,0,0,0,0
HAD,27.1,TLW,LV,8.51 ,0 c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.2,TLW,LV,0 ,0 ,0,0,0,0,7.07,0,0,0,0,0,0,0,0,0,0,0
HAD,27.3,TLW,LV,0 ,0 ,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0
HAD,27.1.a,TLW,LV,8.51 ,0 c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.2.b,TLW,LV,0 ,0 ,0,0,0,0,7.07,0,0,0,0,0,0,0,0,0,0,0
HAD,27.2.b_NK,TLW,LV,0 ,0 ,0,0,0,0,7.07,0,0,0,0,0,0,0,0,0,0,0
HAD,27.3.d,TLW,LV,0 ,0 ,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0
HAD,27.3.d.24,TLW,LV,0 ,0 ,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
HAD,27.3.d.28,TLW,LV,0 ,0 ,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
HAD,27.3.d.28.1,TLW,LV,0 ,0 ,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
HAD,27,TLW,NL,481.83 ,770.604 ,397.185,284.65,302.441,131.18,137.64,202.2,64.8,124.5,198,256,106,43,25,29,55,33
HAD,27.3,TLW,NL,3.73 ,7.254 ,10.55,0.824,3.926,4.052,20.16,2.2,4,6.1,5,0,0,1,0,0,0,0
HAD,27.4,TLW,NL,473.58 ,756.658 ,348.756,218.057,166.161,102.49,74.78,145.9,43.5,99.1,172,191,71,41,24,29,55,33
HAD,27.6,TLW,NL,0 ,3.279 ,0.43,23.377,54.252,17.242,31.05,27.7,10.6,0,0,0,0,0,0,0,0,0
HAD,27.7,TLW,NL,4.52 ,3.413 ,37.449,42.392,78.067,7.396,11.65,26.4,6.5,19.3,21,65,35,1,1,0,0,0
HAD,27.8,TLW,NL,0 ,0 ,0,0,0.035,0,0,0,0.2,0,0,0,0,0,0,0,0,0
HAD,27.3.a,TLW,NL,3.73 ,7.254 ,10.55,0.824,3.926,4.052,20.16,2.2,4,6.1,5,0,0,1,0,0,0,0
HAD,27.3.a_NK,TLW,NL,3.73 ,7.254 ,10.55,0.824,3.926,4.052,20.16,2.2,4,6.1,5,0,0,1,0,0,0,0
HAD,27.4.a,TLW,NL,136.65 ,354.415 ,176.717,141.424,137.319,50.186,10.71,7.1,1,1.3,1,10,8,8,2,2,5,9
HAD,27.4.b,TLW,NL,321.99 ,396.691 ,166.288,72.476,28.662,51.904,63.52,135.3,42.3,91.5,171,181,62,33,22,27,47,24
HAD,27.4.c,TLW,NL,14.94 ,5.552 ,5.751,4.157,0.18,0.4,0.55,3.5,0.2,6.3,0,0,1,0,0,0,3,0
HAD,27.6.a,TLW,NL,0 ,3.279 ,0.43,23.377,54.252,17.242,31.05,27.7,10.6,0,0,0,0,0,0,0,0,0
HAD,27.7.b,TLW,NL,0 ,0 ,7.304,6.244,4.207,0.537,5.37,19.4,2.7,0,0,0,0,0,0,0,0,0
HAD,27.7.c,TLW,NL,0 ,0 ,0.048,0,0,0,0.33,0.3,0,0,0,0,0,0,0,0,0,0
HAD,27.7.c.2,TLW,NL,0 ,0 ,0.048,0,0,0,0.33,0.3,0,0,0,0,0,0,0,0,0,0
HAD,27.7.d,TLW,NL,0 ,0 ,0.51,2.64,3.635,0.027,0.04,0.2,0.1,4.4,1,6,0,0,0,0,0,0
HAD,27.7.e,TLW,NL,4.52 ,0 ,19.337,12.208,52.764,0.161,0.1,0.6,1.4,14.9,20,59,35,1,1,0,0,0
HAD,27.7.f,TLW,NL,0 ,0 ,0,0.533,3.079,0.231,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.7.g,TLW,NL,0 ,1.778 ,0,15.108,1.251,0.479,5.47,0,0.3,0,0,0,0,0,0,0,0,0
HAD,27.7.h,TLW,NL,0 ,0 ,0.078,0,0.806,0.414,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.7.j,TLW,NL,0 ,1.635 ,10.172,5.659,12.325,5.547,0.34,5.9,2,0,0,0,0,0,0,0,0,0
HAD,27.7.j.2,TLW,NL,0 ,1.635 ,10.172,5.659,12.325,5.547,0.34,5.9,2,0,0,0,0,0,0,0,0,0
HAD,27.8.a,TLW,NL,0 ,0 ,0,0,0.035,0,0,0,0.2,0,0,0,0,0,0,0,0,0
HAD,27,TLW,NO,94011.22 ,91659.21 ,102980.68,90596.51,94288.02,94520.82,113775.79,110334.64,96963.84,94213.32,101219.99,160976.63,159555.73,124678.98,106466,74807.7,73059,71413.01
HAD,27.1,TLW,NO,22876.92 ,22038.53 ,29273.87,32974.96,32622.89,30737.16,30731.37,25410.43,30297.08,27287.98,32430.7,31876.67,35861.89,19750.31,13879,13070.6,15611,17120
HAD,27.14,TLW,NO,0.32 ,13.52 ,0.15,0.02,0.38,0.06,0.71,0.37,1.6,9.41,8.91,2.21,0,0,0,0,0,0.01
HAD,27.2,TLW,NO,68370.67 ,66826.79 ,71441.35,54369.7,60056.59,62259.04,80770.83,83269.56,64508.56,64018.3,66744.37,127725.22,122038.64,103633.89,91083,59984.3,55407,52156
HAD,27.3,TLW,NO,209.35 ,215.24 ,7.67,14.96,27.39,35.97,64.51,70.24,62.81,85.56,223.31,303.17,125.31,80.82,121,170.1,152,113
HAD,27.4,TLW,NO,2419.78 ,2543.77 ,2216.75,3164.68,1515.96,1427.78,2164.25,1498.99,2003.25,2743.09,1662.46,1005.66,1194.98,1126.42,1278,1481.5,1706,1798
HAD,27.5,TLW,NO,59.8 ,20.24 ,40.89,56.73,42.08,37.04,16.96,17.65,16.81,13.04,22.76,13.08,3.17,13.45,16,37.4,80,62
HAD,27.6,TLW,NO,74.38 ,1.12 ,0,15.46,22.73,23.77,27.16,67.22,73.73,55.94,127.48,48.04,43.77,74.09,89,63.8,100,140
HAD,27.7,TLW,NO,0 ,0 ,0,0,0,0,0,0.18,0,0,0,2.56,0,0,0,0,3,24
HAD,27.1.a,TLW,NO,0.46 ,0 ,0,0,0,0.14,90.06,7.82,5.79,0.06,45.74,0,0,0,0,0,0,0
HAD,27.1.b,TLW,NO,22876.46 ,22038.53 ,29273.87,32974.96,32622.89,30737.02,30641.31,25402.61,30291.29,27287.92,32384.96,31876.67,35861.89,19750.31,13879,0,0,0
HAD,27.1_NK,TLW,NO,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,13070.6,15611,17120
HAD,27.14.b,TLW,NO,0.32 ,13.52 ,0.15,0.02,0.38,0.06,0.71,0.37,1.6,9.41,8.91,2.21,0,0,0,0,0,0.01
HAD,27.14.b.2,TLW,NO,0.32 ,13.52 ,0.15,0.02,0.38,0.06,0.71,0.37,1.6,9.41,8.91,2.21,0,0,0,0,0,0
HAD,27.14.b_NK,TLW,NO,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
HAD,27.2.a,TLW,NO,56901.69 ,51457.71 ,51654.56,45539.34,43260.46,44102.56,54128.44,60319.77,38901.57,36669.04,41756.69,64748.36,65551.73,60442.55,42842,44241.1,42254,35050
HAD,27.2.a.1,TLW,NO,0 ,0 ,0,0,0,0,0.15,59.64,0,0,0,0,0,0,0,0,0,0
HAD,27.2.a.2,TLW,NO,56901.69 ,51457.71 ,51654.56,45539.34,43260.46,44102.56,54128.29,60260.13,38901.57,36669.04,41756.69,64748.36,65551.73,60442.55,42842,0,0,0
HAD,27.2.a_NK,TLW,NO,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,44241.1,42254,35050
HAD,27.2.b,TLW,NO,11468.98 ,15369.08 ,19786.79,8830.36,16796.13,18156.48,26642.39,22949.79,25606.99,27349.26,24987.68,62976.87,56486.91,43191.34,48241,15743.2,13153,17106
HAD,27.2.b.2,TLW,NO,11468.98 ,15369.08 ,19786.79,8830.36,16796.13,18156.48,26642.39,22949.79,25606.99,27349.26,24987.68,62976.87,56486.91,43191.34,48241,0,0,0
HAD,27.2.b_NK,TLW,NO,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,15743.2,13153,17106
HAD,27.3.a,TLW,NO,209.35 ,215.24 ,7.67,14.96,27.39,35.97,64.51,70.24,62.81,85.56,223.31,303.17,125.31,80.82,121,170.1,152,113
HAD,27.3.a.20,TLW,NO,0,0,0,0,0,0,0,70.24,0,0,0,0,0,0,0,0,0,0
HAD,27.3.a_NK,TLW,NO,209.35 ,215.24 ,7.67,14.96,27.39,35.97,64.51,0,62.81,85.56,223.31,303.17,125.31,80.82,121,170.1,152,113
HAD,27.4.a,TLW,NO,2210.17 ,1458.1 ,1882,1715.4,1414.64,1331.41,1876.4,1323.98,1645.27,2188.28,1543.76,855.69,1033.04,959.15,1163,1357.7,1577,1604
HAD,27.4.b,TLW,NO,209.61 ,1085.67 ,334.75,1449.28,101.16,96.37,287.82,175.01,357.94,554.75,118.64,149.9,161.92,167.27,115,123.8,129,194
HAD,27.4.c,TLW,NO,0 ,0 ,0,0,0.16,0,0.03,0,0.04,0.06,0.06,0.07,0.02,0,0,0,0,0
HAD,27.5.a,TLW,NO,31.38 ,12.28 ,20.14,5.56,0.31,14.26,11.16,6.23,11.65,10.87,22.76,13.08,3.17,8.24,5,11.3,11,4
HAD,27.5.a.2,TLW,NO,31.38 ,12.28 ,20.14,5.56,0.31,14.26,11.16,6.23,11.65,10.87,22.76,13.08,3.17,8.24,5,0,0,0
HAD,27.5.a_NK,TLW,NO,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,11,4
HAD,27.5.b,TLW,NO,28.42 ,7.96 ,20.75,51.17,41.77,22.78,5.8,11.42,5.16,2.17,0,0,0,5.21,11,26.1,69,58
HAD,27.5.b.1,TLW,NO,4.53 ,7.77 ,20,50.61,40.51,21.49,1.02,11.3,4.57,0.02,0,0,0,4.59,8,25.8,61,57
HAD,27.5.b.1.b,TLW,NO,4.53 ,7.77 ,20,50.61,40.51,21.49,1.02,11.3,4.57,0.02,0,0,0,4.59,8,0,0,0
HAD,27.5.b.1_NK,TLW,NO,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,61,57
HAD,27.5.b.2,TLW,NO,23.89 ,0.19 ,0.75,0.56,1.26,1.29,4.78,0.12,0.59,2.15,0,0,0,0.62,3,0.3,8,1
HAD,27.6.a,TLW,NO,3.28 ,1.12 ,0,1.83,9.75,7.31,0.95,4.69,7.43,1.77,6.31,0,4.11,8.98,18,27.7,16,17
HAD,27.6.b,TLW,NO,71.1 ,0 ,0,13.63,12.98,16.46,26.21,62.53,66.3,54.17,121.17,48.04,39.66,65.11,71,36.1,84,123
HAD,27.6.b.1,TLW,NO,59.54 ,0 ,0,11.64,7.32,9.9,7.31,47.92,38.64,28.92,31.42,4.96,3.23,21.45,3,0,0,0
HAD,27.6.b.2,TLW,NO,11.56 ,0 ,0,1.99,5.66,6.56,18.9,14.61,27.66,25.25,89.75,43.08,36.43,43.66,68,0,0,0
HAD,27.6.b_NK,TLW,NO,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1,84,123
HAD,27.7.bc_NK,TLW,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24
HAD,27.7.c,TLW,NO,0 ,0 ,0,0,0,0,0,0.18,0,0,0,2.56,0,0,0,0,0,0
HAD,27.7.c.2,TLW,NO,0 ,0 ,0,0,0,0,0,0.18,0,0,0,2.56,0,0,0,0,0,0
HAD,27_NK,TLW,NO,0 ,0 ,0,0,0,0,0,0,0,0,0,0,287.97,0,0,0,0,0
HAD,27,TLW,PL,0 ,0 ,12.7651,7.018,88.6378,107.186,227.75,252.47,245.96,187.33,439.44,442.03,645.78,705.3,316.7,55,31.1,180.8
HAD,27.1,TLW,PL,0 ,0 ,0,6.9628,15.418,10.961,4.75,53.82,22.99,28.74,2.43,0.72,0,1.6,0,0.1,0,0
HAD,27.2,TLW,PL,0 ,0 ,12.7651,0.0553,73.2198,96.225,223,198.65,222.97,158.6,437.01,441.31,645.78,703.6,316.5,39.4,23.2,172.7
HAD,27.4,TLW,PL,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,15.5,7.9,8.1
HAD,27.1.a,TLW,PL,0 ,0 ,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0
HAD,27.1.b,TLW,PL,0 ,0 ,0,6.9628,15.307,10.961,4.75,53.82,22.99,28.74,2.43,0.72,0,0,0,0,0,0
HAD,27.1_NK,TLW,PL,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0.1,0,0
HAD,27.2.a,TLW,PL,0 ,0 ,0,0,69.4618,42.369,200.79,84.7,151.63,0,0,0,0,16.2,0,27.9,0,0
HAD,27.2.a.2,TLW,PL,0 ,0 ,0,0,69.4618,42.369,200.79,84.7,151.63,0,0,0,0,0,0,0,0,0
HAD,27.2.a_NK,TLW,PL,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,16.2,0,27.9,0,0
HAD,27.2.b,TLW,PL,0 ,0 ,12.7651,0.0553,3.758,53.856,22.21,113.95,71.34,158.6,437.01,441.31,645.78,687.4,316.5,11.5,23.2,172.7
HAD,27.2.b.2,TLW,PL,0 ,0 ,12.7651,0.0553,3.758,53.856,22.21,113.95,71.34,158.6,437.01,0,0,0,0,0,0,0
HAD,27.2.b_NK,TLW,PL,0 ,0 ,0,0,0,0,0,0,0,0,0,441.31,645.78,687.4,316.5,11.5,23.2,172.7
HAD,27.4.a,TLW,PL,0 ,0 ,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,15.5,7.9,8.1
HAD,27,TLW,PT,0 c,39.23 ,26.28,60.73,34.46,81,87.07,120.36,20.15,32.74,101.08,140.27,995.78,488,643.01,611.01,992.01,558.8
HAD,27.1,TLW,PT,0 c,6.52 ,3.95,3.84,1.15,4.39,12.03,13.48,0,1.25,0.01,0,0,0,9,20,8,16.2
HAD,27.14,TLW,PT,0 ,0 ,0,0,0,0,0,0,0,0,0.18,0.07,0,0,0,0,0,0
